PDB_1	PDB_2	Len_PDB_1	Len_PDB_2	Coverage	RMSD	I(A)	NULL(S)	NULL(T)	I(TgSA)	NULL(T)-I(TgSA)	NULL(S & T)	I(A & <S,T>)	Compression
ORF2-class09-RT	pdb2r92_A,B,C,D,E,F,G,H,I,J,K,L_bioassembly	3926	420	0	0.000	41.548	141282.796	14600.474	14600.474	0.000	155883.270	155931.827	-48.557
ORF2-class09-RT	ORF2-class06-full	1275	420	416	0.497	130.494	44662.129	14600.474	12653.411	1947.063	59262.603	57435.280	1827.323
ORF2-class09-RT	ORF2-full	1275	420	413	1.358	88.016	44355.184	14600.474	13064.271	1536.204	58955.658	57496.716	1458.942
ORF2-class09-RT	ORF2-class19-RT	420	420	415	1.544	34.981	14590.890	14600.474	13223.584	1376.890	29191.364	27840.744	1350.621
ORF2-class09-RT	ORF2-class05-RT	420	420	420	1.526	26.185	14600.474	14606.764	13159.435	1447.330	29207.239	27777.383	1429.856
ORF2-class09-RT	ORF2-wrist	420	201	46	2.487	113.071	14600.474	7022.779	6879.300	143.480	21623.253	21584.134	39.120
ORF2-class09-RT	ORF2-class14-full	1275	420	417	1.505	80.807	44578.540	14600.474	13194.859	1405.615	59179.014	57843.453	1335.562
ORF2-class09-RT	pdb7xi9_A_bioassembly	869	420	0	0.000	38.862	30917.502	14600.474	14600.474	0.000	45517.976	45563.848	-45.872
ORF2-class09-RT	ORF2-RT	420	420	412	1.438	51.258	14600.474	14586.915	13056.522	1530.393	29187.389	27699.543	1487.846
ORF2-class09-RT	ORF2-class09-thumb	420	84	84	0.000	36.761	14600.474	2884.636	2503.260	381.376	17485.110	17131.784	353.326
ORF2-class19-C	ORF2-class10-full	1275	214	214	1.068	40.804	44620.196	7409.247	6668.205	741.042	52029.442	51318.451	710.991
ORF2-class19-C	ORF2-class10-C	214	214	214	1.068	24.878	7409.247	7410.500	6668.639	741.861	14819.746	14095.346	724.400
ORF2-class19-C	ORF2-class11-N	239	214	0	0.000	35.144	8417.778	7409.247	7409.247	0.000	15827.025	15869.178	-42.153
ORF2-class19-C	ORF2-class02-tower	214	201	49	2.362	62.375	7409.247	7044.950	6896.997	147.953	14454.197	14361.201	92.995
ORF2-class19-C	pdb4mh8_A_bioassembly	453	214	62	4.308	95.904	15980.341	7409.247	7279.940	129.307	23389.587	23347.332	42.256
ORF2-class19-C	ORF2-class02-wrist	214	201	39	5.499	90.198	7409.247	7061.694	6974.240	87.454	14470.940	14466.267	4.674
ORF2-class19-C	ORF2-class10-tower	214	201	39	1.699	69.871	7409.247	7011.342	6890.793	120.550	14420.589	14362.492	58.097
ORF2-class19-C	pdb4u1c_A,B_bioassembly	271	214	41	1.782	70.338	9435.257	7409.247	7293.697	115.550	16844.504	16791.416	53.088
ORF2-class19-C	ORF2-class09-N	239	214	0	0.000	35.144	8434.182	7409.247	7409.247	0.000	15843.429	15885.582	-42.153
ORF2-class19-C	ORF2-class20-C	214	214	212	0.455	38.464	7418.366	7409.247	6465.517	943.729	14827.612	13914.930	912.683
ORF2-class19-C	ORF2-class19-N	239	214	0	0.000	35.144	8427.525	7409.247	7409.247	0.000	15836.771	15878.924	-42.153
ORF2-class19-C	ORF2-class12-N	239	214	0	0.000	35.144	8433.231	7409.247	7409.247	0.000	15842.478	15884.631	-42.153
ORF2-class19-C	ORF2-class09-C	214	214	214	1.237	24.878	7409.247	7417.784	6648.840	768.944	14827.031	14075.547	751.484
ORF2-class19-C	ORF2-class01-tower	214	201	49	2.362	62.375	7409.247	7044.950	6896.997	147.953	14454.197	14361.201	92.995
ORF2-class19-C	ORF2-class17-C	214	214	212	0.416	38.464	7409.247	7411.350	6465.853	945.497	14820.597	13906.146	914.451
ORF2-class19-C	ORF2-class02-RT	420	214	56	6.115	96.999	14604.173	7409.247	7272.829	136.418	22013.419	21965.289	48.130
ORF2-class19-C	ORF2-class05-wrist	214	201	56	3.302	145.798	7409.247	7063.668	6903.281	160.387	14472.915	14450.908	22.007
ORF2-class19-C	ORF2-class12-C	214	214	212	0.481	29.372	7409.247	7405.187	6454.940	950.247	14814.433	13886.141	928.293
ORF2-class19-C	ORF2-class11-fingers	214	118	22	1.441	52.699	7409.247	4061.188	3975.227	85.961	11470.435	11429.755	40.680
ORF2-class19-C	ORF2-class07-thumb	214	84	39	1.537	79.140	7409.247	2903.124	2766.826	136.298	10312.371	10247.795	64.576
ORF2-class19-C	ORF2-class12-thumb	214	84	39	1.537	79.140	7409.247	2880.890	2744.592	136.298	10290.136	10225.560	64.576
ORF2-class19-C	pdb7v9u_A_bioassembly	309	214	55	3.050	79.573	10816.655	7409.247	7279.168	130.078	18225.902	18167.269	58.633
ORF2-class19-C	ORF2-class01-N	239	214	0	0.000	35.144	8423.760	7409.247	7409.247	0.000	15833.006	15875.159	-42.153
ORF2-class19-C	ORF2-class20-fingers	214	118	22	1.441	52.699	7409.247	4061.188	3975.227	85.961	11470.435	11429.755	40.680
ORF2-class19-C	pdb4hkq_A_bioassembly	441	214	43	2.211	99.437	15688.746	7409.247	7296.282	112.965	23097.993	23075.662	22.331
ORF2-class19-C	ORF2-class06-fingers	214	118	22	1.441	52.699	7409.247	4061.188	3975.227	85.961	11470.435	11429.755	40.680
ORF2-class19-C	ORF2-class04-tower	214	201	57	3.176	81.713	7409.247	7012.994	6859.617	153.377	14422.240	14343.159	79.082
ORF2-class19-C	ORF2-class07-wrist	214	201	58	4.184	145.810	7409.247	7055.154	6901.553	153.602	14464.401	14449.191	15.210
ORF2-class19-C	ORF2-class06-RT	420	214	56	6.115	96.999	14612.702	7409.247	7272.829	136.418	22021.949	21973.819	48.130
ORF2-class19-C	pdb7yer_A,B,C,D_bioassembly	1743	214	0	0.000	38.824	60915.743	7409.247	7409.247	0.000	68324.990	68370.823	-45.834
ORF2-class19-C	ORF2-class16-thumb	214	84	39	1.537	79.140	7409.247	2912.083	2775.785	136.298	10321.330	10256.754	64.576
ORF2-class19-C	pdb2e9r_X_bioassembly	476	214	39	2.467	94.059	16908.909	7409.247	7299.582	109.664	24318.155	24293.604	24.551
ORF2-class19-C	ORF2-class16-fingers	214	118	22	1.441	52.699	7409.247	4061.188	3975.227	85.961	11470.435	11429.755	40.680
ORF2-class19-C	ORF2-class09-full	1275	214	214	1.451	50.394	44630.875	7409.247	6613.735	795.511	52040.121	51284.250	755.871
ORF2-class19-C	pdb1bgw_A_bioassembly	679	214	48	3.043	108.984	24026.488	7409.247	7270.563	138.684	31435.734	31396.429	39.306
ORF2-class19-C	ORF2-C	214	214	214	0.996	24.878	7409.247	7394.489	6639.298	755.191	14803.736	14066.005	737.731
ORF2-class19-C	ORF2-class14-N	239	214	0	0.000	35.144	8433.539	7409.247	7409.247	0.000	15842.785	15884.938	-42.153
ORF2-class19-C	ORF2-class04-C	214	214	212	0.393	29.372	7409.247	7411.825	6446.481	965.344	14821.072	13877.682	943.390
ORF2-class19-C	ORF2-class20-N	239	214	0	0.000	35.144	8436.414	7409.247	7409.247	0.000	15845.661	15887.814	-42.153
ORF2-class19-C	ORF2-class05-C	214	214	214	1.693	24.878	7409.247	7404.174	6653.948	750.226	14813.421	14080.655	732.766
ORF2-class19-C	ORF2-class03-fingers	214	118	22	1.441	52.699	7409.247	4061.188	3975.227	85.961	11470.435	11429.755	40.680
ORF2-class19-C	ORF2-class03-palm	218	214	22	1.681	64.238	7611.973	7409.247	7326.001	83.245	15021.219	14994.758	26.461
ORF2-class19-C	ORF2-class13-C	214	214	213	0.828	26.882	7409.247	7409.747	6723.966	685.781	14818.994	14152.677	666.316
ORF2-class19-C	ORF2-class17-thumb	214	84	39	1.537	79.140	7409.247	2913.424	2777.126	136.298	10322.671	10258.095	64.576
ORF2-class19-C	ORF2-class10-wrist	214	201	56	3.405	145.798	7409.247	7075.239	6916.546	158.693	14484.485	14464.173	20.313
ORF2-class19-C	ORF2-class18-fingers	214	118	22	1.441	52.699	7409.247	4061.188	3975.227	85.961	11470.435	11429.755	40.680
ORF2-class19-C	pdb7sr6_A_bioassembly	566	214	55	4.899	119.334	19896.180	7409.247	7292.781	116.466	27305.427	27299.026	6.401
ORF2-class19-C	ORF2-class15-C	214	214	212	0.292	29.372	7409.247	7417.664	6472.135	945.529	14826.911	13903.336	923.575
ORF2-class19-C	ORF2-class13-tower	214	201	41	2.264	73.965	7409.247	7005.336	6888.365	116.971	14414.582	14364.158	50.424
ORF2-class19-C	ORF2-class12-palm	218	214	22	1.681	64.238	7611.973	7409.247	7326.001	83.245	15021.219	14994.758	26.461
ORF2-class19-C	ORF2-class08-N	239	214	0	0.000	35.144	8432.275	7409.247	7409.247	0.000	15841.522	15883.675	-42.153
ORF2-class19-C	ORF2-class13-N	239	214	0	0.000	35.144	8432.558	7409.247	7409.247	0.000	15841.804	15883.957	-42.153
ORF2-class19-C	pdb6tz2_A,B_bioassembly	1709	214	0	0.000	38.789	60148.299	7409.247	7409.247	0.000	67557.545	67603.344	-45.799
ORF2-class19-C	ORF2-class19-tower	214	201	48	1.868	80.923	7409.247	7038.035	6872.418	165.617	14447.281	14355.170	92.111
ORF2-class19-C	ORF2-class05-N	239	214	0	0.000	35.144	8433.349	7409.247	7409.247	0.000	15842.596	15884.749	-42.153
ORF2-class19-C	ORF2-class10-palm	218	214	22	1.681	64.238	7611.973	7409.247	7326.001	83.245	15021.219	14994.758	26.461
ORF2-class19-C	pdb7kqn_A_bioassembly	596	214	59	2.403	93.402	20782.457	7409.247	7225.138	184.109	28191.704	28091.632	100.072
ORF2-class19-C	pdb7mez_A,B_bioassembly	1536	214	0	0.000	38.599	53841.285	7409.247	7409.247	0.000	61250.532	61296.140	-45.608
ORF2-class19-C	ORF2-class12-RT	420	214	56	6.115	96.999	14596.728	7409.247	7272.829	136.418	22005.974	21957.844	48.130
ORF2-class19-C	ORF2-class19-full	1275	214	214	0.000	40.804	44595.580	7409.247	6429.770	979.476	52004.827	51055.401	949.426
ORF2-class19-C	ORF2-class01-RT	420	214	56	6.115	96.999	14604.173	7409.247	7272.829	136.418	22013.419	21965.289	48.130
ORF2-class19-C	ORF2-class11-thumb	214	84	39	1.537	79.140	7409.247	2901.222	2764.924	136.298	10310.469	10245.893	64.576
ORF2-class19-C	ORF2-class20-wrist	214	201	0	0.000	34.806	7409.247	7068.299	7068.299	0.000	14477.545	14519.360	-41.815
ORF2-class19-C	ORF2-class11-RT	420	214	56	6.115	96.999	14617.060	7409.247	7272.829	136.418	22026.307	21978.177	48.130
ORF2-class19-C	ORF2-class13-thumb	214	84	39	1.537	79.140	7409.247	2880.466	2744.168	136.298	10289.713	10225.137	64.576
ORF2-class19-C	ORF2-class07-tower	214	201	40	2.451	62.796	7409.247	7038.804	6907.695	131.109	14448.051	14372.320	75.731
ORF2-class19-C	ORF2-class15-thumb	214	84	39	1.537	79.140	7409.247	2883.521	2747.223	136.298	10292.768	10228.192	64.576
ORF2-class19-C	ORF2-class11-wrist	214	201	47	4.855	94.218	7409.247	7070.028	6940.501	129.526	14479.274	14436.548	42.726
ORF2-class19-C	ORF2-class17-tower	214	201	51	4.687	78.341	7409.247	7042.089	6911.523	130.565	14451.335	14391.694	59.642
ORF2-class19-C	ORF2-class08-tower	214	201	39	1.698	69.871	7409.247	7033.134	6916.161	116.972	14442.380	14387.861	54.519
ORF2-class19-C	pdb1h4s_A_bioassembly	473	214	50	3.092	105.612	16623.739	7409.247	7266.244	143.003	24032.985	23986.661	46.325
ORF2-class19-C	ORF2-class12-fingers	214	118	22	1.441	52.699	7409.247	4061.188	3975.227	85.961	11470.435	11429.755	40.680
ORF2-class19-C	ORF2-class17-wrist	214	201	60	4.858	127.187	7409.247	7084.026	6934.650	149.376	14493.272	14463.666	29.606
ORF2-class19-C	pdb4pqu_B_bioassembly	412	214	22	1.360	65.689	14449.584	7409.247	7324.340	84.907	21858.830	21830.937	27.893
ORF2-class19-C	ORF2-class06-wrist	214	201	49	3.386	124.384	7409.247	7080.893	6933.864	147.030	14490.140	14460.077	30.063
ORF2-class19-C	pdb4k50_A_bioassembly	460	214	24	1.514	67.354	16165.198	7409.247	7333.083	76.164	23574.445	23556.753	17.692
ORF2-class19-C	ORF2-class11-palm	218	214	22	1.681	64.238	7611.973	7409.247	7326.001	83.245	15021.219	14994.758	26.461
ORF2-class19-C	ORF2-class04-wrist	214	201	66	5.933	110.925	7409.247	7072.663	6919.465	153.198	14481.910	14432.219	49.691
ORF2-class19-C	ORF2-class01-full	1275	214	212	0.485	58.442	44648.019	7409.247	6466.046	943.201	52057.266	51161.753	895.512
ORF2-class19-C	pdb7r06_A_bioassembly	597	214	98	7.738	168.073	20796.948	7409.247	7212.017	197.230	28206.195	28167.670	38.524
ORF2-class19-C	ORF2-class02-full	1275	214	212	0.485	58.442	44648.019	7409.247	6466.046	943.201	52057.266	51161.753	895.512
ORF2-class19-C	ORF2-class01-C	214	214	214	1.287	24.878	7409.247	7429.831	6637.879	791.952	14839.078	14064.586	774.492
ORF2-class19-C	ORF2-thumb	214	84	39	1.527	79.140	7409.247	2871.452	2736.350	135.103	10280.699	10217.318	63.381
ORF2-class19-C	ORF2-class13-RT	420	214	56	6.115	96.999	14596.304	7409.247	7272.829	136.418	22005.551	21957.421	48.130
ORF2-class19-C	ORF2-class17-palm	218	214	22	1.681	64.238	7611.973	7409.247	7326.001	83.245	15021.219	14994.758	26.461
ORF2-class19-C	ORF2-class20-palm	218	214	22	1.681	64.238	7611.973	7409.247	7326.001	83.245	15021.219	14994.758	26.461
ORF2-class19-C	ORF2-class10-RT	420	214	56	6.115	96.999	14624.608	7409.247	7272.829	136.418	22033.855	21985.725	48.130
ORF2-class19-C	pdb5tsn_A_bioassembly	500	214	61	4.026	121.493	17480.605	7409.247	7262.644	146.602	24889.851	24855.704	34.148
ORF2-class19-C	ORF2-class11-full	1275	214	213	0.471	55.656	44621.884	7409.247	6407.118	1002.129	52031.130	51073.904	957.226
ORF2-class19-C	ORF2-palm	218	214	64	5.473	118.283	7609.145	7409.247	7269.124	140.122	15018.392	14989.098	29.293
ORF2-class19-C	ORF2-class04-fingers	214	118	22	1.441	52.699	7409.247	4061.188	3975.227	85.961	11470.435	11429.755	40.680
ORF2-class19-C	ORF2-class14-palm	218	214	22	1.681	64.238	7611.973	7409.247	7326.001	83.245	15021.219	14994.758	26.461
ORF2-class19-C	ORF2-class04-full	1275	214	212	0.393	43.039	44602.674	7409.247	6439.144	970.102	52011.920	51074.103	937.817
ORF2-class19-C	pdb4pqu_A,B_bioassembly	957	214	0	0.000	37.745	33655.789	7409.247	7409.247	0.000	41065.035	41109.790	-44.754
ORF2-class19-C	ORF2-class14-RT	420	214	56	6.115	96.999	14602.366	7409.247	7272.829	136.418	22011.613	21963.483	48.130
ORF2-class19-C	ORF2-crystal-full	697	214	0	0.000	37.165	24310.906	7409.247	7409.247	0.000	31720.152	31764.327	-44.174
ORF2-class19-C	ORF2-class15-wrist	214	201	66	4.883	128.244	7409.247	7064.710	6903.792	160.917	14473.956	14433.866	40.091
ORF2-class19-C	ORF2-class08-thumb	214	84	39	1.537	79.140	7409.247	2894.454	2758.156	136.298	10303.700	10239.124	64.576
ORF2-class19-C	ORF2-class04-palm	218	214	22	1.681	64.238	7611.973	7409.247	7326.001	83.245	15021.219	14994.758	26.461
ORF2-class19-C	ORF2-class15-N	239	214	0	0.000	35.144	8420.752	7409.247	7409.247	0.000	15829.999	15872.152	-42.153
ORF2-class19-C	pdb4wta_A_bioassembly	535	214	65	5.510	117.722	18715.109	7409.247	7270.768	138.478	26124.355	26094.435	29.920
ORF2-class19-C	pdb1mu2_B_bioassembly	402	214	53	2.566	109.726	14131.938	7409.247	7269.537	139.710	21541.184	21502.572	38.612
ORF2-class19-C	pdb5g2x_C_bioassembly	486	214	60	3.918	100.342	17566.509	7409.247	7291.743	117.503	24975.756	24949.609	26.147
ORF2-class19-C	ORF2-class17-fingers	214	118	22	1.441	52.699	7409.247	4061.188	3975.227	85.961	11470.435	11429.755	40.680
ORF2-class19-C	pdb7y38_A,B,C_bioassembly	1413	214	0	0.000	38.449	49774.670	7409.247	7409.247	0.000	57183.916	57229.375	-45.458
ORF2-class19-C	ORF2-class06-N	239	214	0	0.000	35.144	8441.087	7409.247	7409.247	0.000	15850.333	15892.486	-42.153
ORF2-class19-C	ORF2-class02-thumb	214	84	39	1.537	79.140	7409.247	2888.335	2752.037	136.298	10297.581	10233.005	64.576
ORF2-class19-C	pdb7pks-bundle2_full	317	214	43	5.174	93.618	11168.256	7409.247	7303.199	106.048	18577.503	18556.896	20.607
ORF2-class19-C	ORF2-class17-RT	420	214	56	6.115	96.999	14629.262	7409.247	7272.829	136.418	22038.509	21990.379	48.130
ORF2-class19-C	ORF2-fingers	214	118	39	2.755	78.798	7409.247	4064.425	3950.502	113.923	11473.671	11431.129	42.543
ORF2-class19-C	pdb6oe7_A_bioassembly	258	214	0	0.000	35.292	9154.894	7409.247	7409.247	0.000	16564.141	16606.442	-42.301
ORF2-class19-C	ORF2-class03-thumb	214	84	39	1.537	79.140	7409.247	2883.231	2746.932	136.298	10292.477	10227.901	64.576
ORF2-class19-C	ORF2-class19-thumb	214	84	39	1.537	79.140	7409.247	2875.052	2738.754	136.298	10284.299	10219.723	64.576
ORF2-class19-C	pdb1mu2_A,B_bioassembly	940	214	0	0.000	37.712	33073.124	7409.247	7409.247	0.000	40482.370	40527.092	-44.722
ORF2-class19-C	pdb4cgz_A_bioassembly	629	214	48	3.966	91.887	22153.210	7409.247	7301.549	107.698	29562.457	29537.182	25.275
ORF2-class19-C	ORF2-crystal-RT	407	214	48	2.315	110.569	14151.895	7409.247	7269.121	140.126	21561.142	21522.934	38.208
ORF2-class19-C	ORF2-class16-palm	218	214	22	1.681	64.238	7611.973	7409.247	7326.001	83.245	15021.219	14994.758	26.461
ORF2-class19-C	ORF2-crystal-fingers	214	118	21	0.758	54.391	7409.247	4068.465	3983.696	84.768	11477.711	11439.916	37.795
ORF2-class19-C	pdb2r92_A,B,C,D,E,F,G,H,I,J,K,L_bioassembly	3926	214	0	0.000	40.255	141282.796	7409.247	7409.247	0.000	148692.043	148739.307	-47.264
ORF2-class19-C	ORF2-class06-full	1275	214	212	0.414	43.039	44662.129	7409.247	6454.963	954.284	52071.375	51149.376	921.999
ORF2-class19-C	ORF2-full	1275	214	213	0.990	42.795	44355.184	7409.247	6638.379	770.867	51764.430	51025.604	738.826
ORF2-class19-C	ORF2-class19-RT	420	214	56	6.115	96.999	14590.890	7409.247	7272.829	136.418	22000.137	21952.007	48.130
ORF2-class19-C	ORF2-class05-RT	420	214	56	6.115	96.999	14606.764	7409.247	7272.829	136.418	22016.011	21967.881	48.130
ORF2-class19-C	ORF2-wrist	214	201	0	0.000	34.806	7409.247	7022.779	7022.779	0.000	14432.026	14473.841	-41.815
ORF2-class19-C	ORF2-class14-full	1275	214	213	0.445	41.797	44578.540	7409.247	6435.700	973.547	51987.787	51045.283	942.504
ORF2-class19-C	pdb7xi9_A_bioassembly	869	214	24	0.686	61.450	30917.502	7409.247	7317.030	92.217	38326.749	38285.923	40.826
ORF2-class19-C	ORF2-RT	420	214	50	2.888	111.275	14586.915	7409.247	7272.314	136.933	21996.162	21961.793	34.369
ORF2-class19-C	ORF2-class09-thumb	214	84	39	1.537	79.140	7409.247	2884.636	2748.338	136.298	10293.883	10229.307	64.576
ORF2-class10-full	ORF2-class10-C	1275	214	214	0.000	40.804	44620.196	7410.500	6429.555	980.944	52030.695	51079.802	950.894
ORF2-class10-full	ORF2-class11-N	1275	239	235	1.515	56.174	44620.196	8417.778	7602.965	814.813	53037.974	52268.581	769.393
ORF2-class10-full	ORF2-class02-tower	1275	201	92	1.354	121.119	44620.196	7044.950	6674.279	370.671	51665.145	51404.839	260.306
ORF2-class10-full	pdb4mh8_A_bioassembly	1275	453	179	3.556	268.390	44620.196	15980.341	15582.626	397.715	60600.536	60460.457	140.079
ORF2-class10-full	ORF2-class02-wrist	1275	201	190	0.803	59.427	44620.196	7061.694	6251.091	810.602	51681.889	50919.960	761.929
ORF2-class10-full	ORF2-class10-tower	1275	201	201	0.000	53.368	44620.196	7011.342	6035.947	975.395	51631.538	50698.757	932.780
ORF2-class10-full	pdb4u1c_A,B_bioassembly	1275	271	0	0.000	38.723	44620.196	9435.257	9435.257	0.000	54055.452	54101.184	-45.732
ORF2-class10-full	ORF2-class09-N	1275	239	236	1.511	46.953	44620.196	8434.182	7593.201	840.981	53054.378	52249.596	804.782
ORF2-class10-full	ORF2-class20-C	1275	214	214	1.535	50.394	44620.196	7418.366	6620.627	797.739	52038.561	51280.463	758.099
ORF2-class10-full	ORF2-class19-N	1275	239	237	1.398	55.513	44620.196	8427.525	7628.119	799.406	53047.720	52293.074	754.647
ORF2-class10-full	ORF2-class12-N	1275	239	237	1.485	45.460	44620.196	8433.231	7612.690	820.542	53053.427	52267.592	785.835
ORF2-class10-full	ORF2-class09-C	1275	214	212	0.374	43.039	44620.196	7417.784	6457.703	960.081	52037.979	51110.183	927.796
ORF2-class10-full	ORF2-class01-tower	1275	201	92	1.354	121.119	44620.196	7044.950	6674.279	370.671	51665.145	51404.839	260.306
ORF2-class10-full	ORF2-class17-C	1275	214	214	1.555	40.804	44620.196	7411.350	6614.158	797.192	52031.545	51264.404	767.141
ORF2-class10-full	ORF2-class02-RT	1275	420	416	1.528	77.181	44620.196	14604.173	13183.334	1420.839	59224.368	57869.957	1354.411
ORF2-class10-full	ORF2-class05-wrist	1275	201	189	0.771	59.615	44620.196	7063.668	6221.874	841.794	51683.864	50890.931	792.932
ORF2-class10-full	ORF2-class12-C	1275	214	212	0.454	52.690	44620.196	7405.187	6429.634	975.553	52025.382	51091.766	933.617
ORF2-class10-full	ORF2-class11-fingers	1275	118	118	0.000	53.180	44620.196	4061.188	3544.641	516.548	48681.384	48207.262	474.121
ORF2-class10-full	ORF2-class07-thumb	1275	84	78	1.507	65.362	44620.196	2903.124	2608.590	294.534	47523.320	47283.394	239.926
ORF2-class10-full	ORF2-class12-thumb	1275	84	77	1.315	67.475	44620.196	2880.890	2602.017	278.873	47501.085	47278.934	222.151
ORF2-class10-full	pdb7v9u_A_bioassembly	1275	309	242	3.479	259.211	44620.196	10816.655	10254.388	562.267	55436.851	55123.041	313.809
ORF2-class10-full	ORF2-class01-N	1275	239	239	1.597	40.966	44620.196	8423.760	7624.154	799.606	53043.955	52274.561	769.394
ORF2-class10-full	ORF2-class20-fingers	1275	118	118	0.000	53.180	44620.196	4061.188	3544.641	516.548	48681.384	48207.262	474.121
ORF2-class10-full	pdb4hkq_A_bioassembly	1275	441	212	3.354	278.353	44620.196	15688.746	15176.619	512.127	60308.942	60064.414	244.528
ORF2-class10-full	ORF2-class06-fingers	1275	118	118	0.000	53.180	44620.196	4061.188	3544.641	516.548	48681.384	48207.262	474.121
ORF2-class10-full	ORF2-class04-tower	1275	201	98	3.436	114.638	44620.196	7012.994	6715.497	297.496	51633.189	51439.577	193.612
ORF2-class10-full	ORF2-class07-wrist	1275	201	194	1.036	58.401	44620.196	7055.154	6232.522	822.632	51675.350	50900.365	774.984
ORF2-class10-full	ORF2-class06-RT	1275	420	417	0.492	85.401	44620.196	14612.702	12652.059	1960.643	59232.898	57346.902	1885.995
ORF2-class10-full	pdb7yer_A,B,C,D_bioassembly	1743	1275	0	0.000	42.160	60915.743	44620.196	44620.196	0.000	105535.939	105585.108	-49.170
ORF2-class10-full	ORF2-class16-thumb	1275	84	79	1.563	65.804	44620.196	2912.083	2618.117	293.967	47532.279	47293.362	238.917
ORF2-class10-full	pdb2e9r_X_bioassembly	1275	476	277	3.153	384.900	44620.196	16908.909	16211.842	697.067	61529.104	61206.183	322.921
ORF2-class10-full	ORF2-class16-fingers	1275	118	118	0.000	53.180	44620.196	4061.188	3544.641	516.548	48681.384	48207.262	474.121
ORF2-class10-full	ORF2-class09-full	1275	1275	764	1.431	231.252	44620.196	44630.875	41883.350	2747.525	89251.070	86724.044	2527.026
ORF2-class10-full	pdb1bgw_A_bioassembly	1275	679	0	0.000	40.452	44620.196	24026.488	24026.488	0.000	68646.683	68694.145	-47.462
ORF2-class10-full	ORF2-C	1275	214	214	1.416	40.804	44620.196	7394.489	6623.096	771.393	52014.685	51273.342	741.342
ORF2-class10-full	ORF2-class14-N	1275	239	236	1.649	45.206	44620.196	8433.539	7615.953	817.586	53053.734	52270.600	783.134
ORF2-class10-full	ORF2-class04-C	1275	214	212	0.499	54.789	44620.196	7411.825	6423.986	987.839	52032.021	51088.218	943.803
ORF2-class10-full	ORF2-class20-N	1275	239	236	1.700	46.953	44620.196	8436.414	7633.472	802.942	53056.610	52289.867	766.743
ORF2-class10-full	ORF2-class05-C	1275	214	212	0.433	43.039	44620.196	7404.174	6431.043	973.131	52024.370	51083.523	940.846
ORF2-class10-full	ORF2-class03-fingers	1275	118	118	0.000	53.180	44620.196	4061.188	3544.641	516.548	48681.384	48207.262	474.121
ORF2-class10-full	ORF2-class03-palm	1275	218	218	0.000	54.186	44620.196	7611.973	6592.160	1019.812	52232.168	51255.789	976.379
ORF2-class10-full	ORF2-class13-C	1275	214	213	1.529	71.999	44620.196	7409.747	6638.402	771.345	52029.943	51319.842	710.100
ORF2-class10-full	ORF2-class17-thumb	1275	84	77	1.363	76.666	44620.196	2913.424	2638.789	274.635	47533.620	47324.897	208.723
ORF2-class10-full	ORF2-class10-wrist	1275	201	201	0.000	53.207	44620.196	7075.239	6063.007	1012.232	51695.434	50725.656	969.779
ORF2-class10-full	ORF2-class18-fingers	1275	118	118	0.000	53.180	44620.196	4061.188	3544.641	516.548	48681.384	48207.262	474.121
ORF2-class10-full	pdb7sr6_A_bioassembly	1275	566	162	2.280	232.042	44620.196	19896.180	19449.059	447.122	64516.376	64290.543	225.833
ORF2-class10-full	ORF2-class15-C	1275	214	212	0.495	54.179	44620.196	7417.664	6419.129	998.535	52037.860	51082.750	955.110
ORF2-class10-full	ORF2-class13-tower	1275	201	151	6.963	104.159	44620.196	7005.336	6641.883	363.452	51625.531	51355.483	270.048
ORF2-class10-full	ORF2-class12-palm	1275	218	218	0.000	54.186	44620.196	7611.973	6592.160	1019.812	52232.168	51255.789	976.379
ORF2-class10-full	ORF2-class08-N	1275	239	237	1.634	45.460	44620.196	8432.275	7612.218	820.058	53052.471	52267.120	785.351
ORF2-class10-full	ORF2-class13-N	1275	239	237	1.672	45.460	44620.196	8432.558	7619.944	812.613	53052.753	52274.846	777.907
ORF2-class10-full	pdb6tz2_A,B_bioassembly	1709	1275	0	0.000	42.125	60148.299	44620.196	44620.196	0.000	104768.494	104817.629	-49.134
ORF2-class10-full	ORF2-class19-tower	1275	201	95	1.605	121.148	44620.196	7038.035	6679.907	358.127	51658.230	51410.497	247.733
ORF2-class10-full	ORF2-class05-N	1275	239	236	1.677	46.953	44620.196	8433.349	7651.907	781.443	53053.545	52308.302	745.243
ORF2-class10-full	ORF2-class10-palm	1275	218	218	0.000	54.186	44620.196	7611.973	6592.160	1019.812	52232.168	51255.789	976.379
ORF2-class10-full	pdb7kqn_A_bioassembly	1275	596	219	2.830	256.083	44620.196	20782.457	20228.300	554.157	65402.653	65093.825	308.828
ORF2-class10-full	pdb7mez_A,B_bioassembly	1536	1275	0	0.000	41.934	53841.285	44620.196	44620.196	0.000	98461.481	98510.424	-48.944
ORF2-class10-full	ORF2-class12-RT	1275	420	419	1.504	69.020	44620.196	14596.728	13125.889	1470.838	59216.923	57804.351	1412.572
ORF2-class10-full	ORF2-class19-full	1275	1275	725	1.442	222.130	44595.580	44620.196	41952.136	2668.060	89215.776	86759.092	2456.684
ORF2-class10-full	ORF2-class01-RT	1275	420	416	1.528	77.181	44620.196	14604.173	13183.334	1420.839	59224.368	57869.957	1354.411
